,Name,Sex upon Outcome,Adopt,Age_days,Sex,cfa_breed,coat_pattern,pattern,Cat_Kitten_Neonatal
2740,1,Spayed Female,1,228,Female,0,tortie,1,Kitten
2741,1,Spayed Female,1,584,Female,0,no pattern,0,Adult
2742,1,Neutered Male,1,88,Male,0,tabby,1,Kitten
2743,0,Intact Male,0,27,Male,0,tabby,1,Neonatal
2744,0,Intact Male,0,366,Male,0,tabby,1,Adult
2745,0,Intact Male,0,15,Male,0,no pattern,0,Neonatal
2746,1,Spayed Female,1,70,Female,0,tabby,1,Kitten
2747,0,Intact Female,0,732,Female,0,tabby,1,Adult
2748,1,Intact Male,1,1096,Male,0,no pattern,0,Adult
2749,0,Intact Male,0,2,Male,0,tabby,1,Neonatal
2750,1,Intact Male,0,42,Male,0,tabby,1,Neonatal
2751,1,Spayed Female,0,1878,Female,0,tabby,1,Adult
2752,1,Neutered Male,1,79,Male,0,tabby,1,Kitten
2753,1,Spayed Female,1,1472,Female,0,tabby,1,Adult
2754,1,Intact Female,0,64,Female,0,no pattern,0,Kitten
2755,0,Intact Male,0,15,Male,0,no pattern,0,Neonatal
2756,0,Intact Male,0,369,Male,0,tabby,1,Adult
2757,1,Spayed Female,1,1418,Female,0,tabby,1,Adult
2758,0,Neutered Male,1,71,Male,0,tabby,1,Kitten
2759,1,Neutered Male,1,755,Male,0,no pattern,0,Adult
2760,1,Spayed Female,0,2933,Female,0,tortie,1,Adult
2761,1,Neutered Male,0,80,Male,0,tabby,1,Kitten
2762,1,Neutered Male,0,734,Male,0,tabby,1,Adult
2763,1,Neutered Male,0,1107,Male,0,no pattern,0,Adult
2764,1,Neutered Male,1,66,Male,0,tabby,1,Kitten
2765,0,Intact Female,0,1109,Female,0,tabby,1,Adult
2766,1,Neutered Male,1,54,Male,0,tabby,1,Kitten
2767,0,Intact Female,0,15,Female,0,torbie,1,Neonatal
2768,1,Spayed Female,1,374,Female,0,smoke,1,Adult
2769,0,Intact Male,0,71,Male,0,no pattern,0,Kitten
2770,1,Intact Female,1,116,Female,1,calico,1,Kitten
2771,0,Neutered Male,0,1462,Male,0,tabby,1,Adult
2772,1,Spayed Female,0,111,Female,0,tabby,1,Kitten
2773,0,Intact Male,0,49,Male,0,tabby,1,Kitten
2774,1,Spayed Female,1,736,Female,0,point,1,Adult
2775,1,Intact Female,0,15,Female,0,tabby,1,Neonatal
2776,0,Intact Male,0,8,Male,0,tabby,1,Neonatal
2777,1,Neutered Male,1,236,Male,0,tabby,1,Kitten
2778,1,Spayed Female,1,75,Female,0,tortie,1,Kitten
2779,0,Spayed Female,0,552,Female,0,tabby,1,Adult
2780,0,Spayed Female,0,375,Female,0,tabby,1,Adult
2781,1,Neutered Male,1,157,Male,0,no pattern,0,Kitten
2782,1,Neutered Male,0,96,Male,0,no pattern,0,Kitten
2783,0,Intact Female,0,127,Female,0,torbie,1,Kitten
2784,1,Spayed Female,0,2743,Female,0,no pattern,0,Adult
2785,1,Neutered Male,1,157,Male,0,no pattern,0,Kitten
2786,0,Neutered Male,1,65,Male,0,no pattern,0,Kitten
2787,0,Intact Female,0,12,Female,0,no pattern,0,Neonatal
2788,0,Neutered Male,1,108,Male,0,tabby,1,Kitten
2789,0,Intact Male,0,187,Male,0,tabby,1,Kitten
2790,1,Neutered Male,1,372,Male,0,no pattern,0,Adult
2791,1,Intact Female,0,2632,Female,0,calico,1,Adult
2792,1,Spayed Female,1,163,Female,0,tabby,1,Kitten
2793,0,Spayed Female,0,75,Female,0,no pattern,0,Kitten
2794,1,Spayed Female,1,151,Female,0,tabby,1,Kitten
2795,1,Spayed Female,1,92,Female,0,calico,1,Kitten
2796,1,Intact Female,0,366,Female,0,no pattern,0,Adult
2797,1,Neutered Male,0,371,Male,0,tabby,1,Adult
2798,1,Neutered Male,1,1098,Male,0,no pattern,0,Adult
2799,0,Intact Female,0,22,Female,0,no pattern,0,Neonatal
2800,0,Spayed Female,0,373,Female,0,no pattern,0,Adult
2801,0,Intact Male,0,0,Male,0,tabby,1,Neonatal
2802,0,Intact Male,0,181,Male,0,no pattern,0,Kitten
2803,1,Intact Female,1,65,Female,0,tortie,1,Kitten
2804,0,Neutered Male,1,65,Male,0,tabby,1,Kitten
2805,1,Neutered Male,0,1466,Male,1,point,1,Adult
2806,1,Neutered Male,1,2579,Male,0,tabby,1,Adult
2807,0,Neutered Male,1,64,Male,0,no pattern,0,Kitten
2808,1,Neutered Male,1,91,Male,0,tabby,1,Kitten
2809,0,Intact Male,0,14,Male,0,tabby,1,Neonatal
2810,1,Intact Male,0,15,Male,0,tabby,1,Neonatal
2811,1,Intact Male,0,761,Male,0,tabby,1,Adult
2812,1,Neutered Male,1,2255,Male,1,point,1,Adult
2813,1,Neutered Male,1,84,Male,0,no pattern,0,Kitten
2814,1,Spayed Female,0,1975,Female,1,point,1,Adult
2815,1,Spayed Female,0,4022,Female,0,tabby,1,Adult
2816,0,Intact Male,0,730,Male,0,no pattern,0,Adult
2817,1,Neutered Male,0,115,Male,0,tabby,1,Kitten
2818,0,Intact Female,0,18,Female,0,calico,1,Neonatal
2819,0,Intact Male,0,33,Male,0,tabby,1,Neonatal
2820,0,Spayed Female,0,368,Female,0,tabby,1,Adult
2821,1,Intact Female,0,55,Female,0,tortie,1,Kitten
2822,1,Spayed Female,1,1829,Female,0,no pattern,0,Adult
2823,0,Spayed Female,1,60,Female,1,point,1,Kitten
2824,0,Intact Female,0,2,Female,0,tortie,1,Neonatal
2825,0,Intact Male,0,10,Male,0,no pattern,0,Neonatal
2826,1,Neutered Male,0,1117,Male,0,tabby,1,Adult
2827,1,Neutered Male,1,750,Male,0,tabby,1,Adult
2828,1,Spayed Female,1,787,Female,0,tabby,1,Adult
2829,0,Intact Male,0,22,Male,0,no pattern,0,Neonatal
2830,0,Neutered Male,0,1839,Male,0,tabby,1,Adult
2831,0,Spayed Female,1,100,Female,0,no pattern,0,Kitten
2832,1,Neutered Male,1,160,Male,0,tabby,1,Kitten
2833,0,Intact Female,0,16,Female,0,no pattern,0,Neonatal
2834,0,Intact Female,0,8,Female,0,tabby,1,Neonatal
2835,1,Spayed Female,1,110,Female,0,tabby,1,Kitten
2836,0,Neutered Male,0,734,Male,0,tabby,1,Adult
2837,1,Neutered Male,1,2581,Male,0,no pattern,0,Adult
2838,1,Neutered Male,1,5850,Male,0,tabby,1,Adult
2839,0,Intact Female,0,68,Female,0,no pattern,0,Kitten
2840,1,Intact Female,0,57,Female,0,tabby,1,Kitten
2841,1,Spayed Female,1,765,Female,0,torbie,1,Adult
2842,1,Spayed Female,1,123,Female,0,tabby,1,Kitten
2843,0,Intact Female,0,734,Female,0,tortie,1,Adult
2844,1,Neutered Male,1,75,Male,0,tabby,1,Kitten
2845,1,Neutered Male,1,370,Male,0,tabby,1,Adult
2846,0,Neutered Male,1,114,Male,0,tabby,1,Kitten
2847,0,Intact Male,0,37,Male,0,tabby,1,Neonatal
2848,1,Neutered Male,1,103,Male,0,no pattern,0,Kitten
2849,1,Neutered Male,1,366,Male,0,tabby,1,Adult
2850,1,Neutered Male,1,338,Male,0,no pattern,0,Kitten
2851,0,Intact Female,0,367,Female,0,calico,1,Adult
2852,0,Intact Male,0,96,Male,0,no pattern,0,Kitten
2853,0,Intact Female,0,366,Female,0,tabby,1,Adult
2854,1,Neutered Male,1,81,Male,0,tabby,1,Kitten
2855,0,Spayed Female,1,114,Female,0,tabby,1,Kitten
2856,0,Spayed Female,1,735,Female,1,tortie,1,Adult
2857,0,Intact Male,0,731,Male,0,tabby,1,Adult
2858,0,Intact Female,0,3,Female,0,no pattern,0,Neonatal
2859,0,Intact Male,0,1096,Male,0,tabby,1,Adult
2860,1,Spayed Female,1,1570,Female,0,no pattern,0,Adult
2861,1,Intact Female,0,57,Female,0,no pattern,0,Kitten
2862,1,Neutered Male,1,1121,Male,0,tabby,1,Adult
2863,1,Intact Male,1,78,Male,0,no pattern,0,Kitten
2864,1,Intact Male,0,15,Male,0,tabby,1,Neonatal
2865,0,Intact Male,0,30,Male,0,no pattern,0,Neonatal
2866,1,Neutered Male,1,742,Male,1,tabby,1,Adult
2867,1,Spayed Female,1,87,Female,0,tabby,1,Kitten
2868,0,Neutered Male,0,1829,Male,0,no pattern,0,Adult
2869,0,Neutered Male,0,78,Male,0,no pattern,0,Kitten
2870,1,Neutered Male,1,88,Male,0,tabby,1,Kitten
2871,1,Intact Female,0,5118,Female,0,no pattern,0,Adult
2872,1,Neutered Male,1,2577,Male,0,no pattern,0,Adult
2873,1,Intact Female,0,75,Female,0,no pattern,0,Kitten
2874,1,Neutered Male,0,1855,Male,0,tabby,1,Adult
2875,1,Spayed Female,1,428,Female,0,no pattern,0,Adult
2876,1,Neutered Male,1,129,Male,0,tabby,1,Kitten
2877,1,Neutered Male,0,1462,Male,0,tabby,1,Adult
2878,0,Spayed Female,1,186,Female,1,point,1,Kitten
2879,1,Intact Female,0,321,Female,0,no pattern,0,Kitten
2880,1,Neutered Male,1,81,Male,0,tabby,1,Kitten
2881,1,Neutered Male,1,111,Male,0,tabby,1,Kitten
2882,0,Intact Male,0,9,Male,0,tabby,1,Neonatal
2883,0,Intact Female,0,44,Female,0,no pattern,0,Kitten
2884,0,Intact Male,0,77,Male,0,tabby,1,Kitten
2885,1,Spayed Female,1,316,Female,0,tabby,1,Kitten
2886,1,Spayed Female,1,78,Female,0,no pattern,0,Kitten
2887,1,Neutered Male,1,2934,Male,1,tabby,1,Adult
2888,1,Spayed Female,1,82,Female,0,tortie,1,Kitten
2889,1,Spayed Female,1,115,Female,0,no pattern,0,Kitten
2890,1,Spayed Female,1,307,Female,0,tabby,1,Kitten
2891,1,Neutered Male,1,82,Male,0,no pattern,0,Kitten
2892,1,Neutered Male,1,62,Male,0,tabby,1,Kitten
2893,1,Spayed Female,1,69,Female,0,calico,1,Kitten
2894,1,Neutered Male,1,91,Male,0,no pattern,0,Kitten
2895,1,Neutered Male,1,366,Male,0,no pattern,0,Adult
2896,0,Neutered Male,1,72,Male,0,no pattern,0,Kitten
2897,1,Neutered Male,1,444,Male,1,tabby,1,Adult
2898,0,Intact Female,0,7,Female,0,tabby,1,Neonatal
2899,1,Neutered Male,1,67,Male,0,point,1,Kitten
2900,1,Neutered Male,1,2160,Male,0,no pattern,0,Adult
2901,1,Spayed Female,1,4211,Female,0,no pattern,0,Adult
2902,1,Neutered Male,1,1497,Male,0,no pattern,0,Adult
2903,1,Neutered Male,1,79,Male,0,tabby,1,Kitten
2904,0,Neutered Male,1,110,Male,0,no pattern,0,Kitten
2905,1,Neutered Male,1,376,Male,0,no pattern,0,Adult
2906,0,Intact Male,0,731,Male,0,tabby,1,Adult
2907,1,Spayed Female,1,78,Female,0,no pattern,0,Kitten
2908,1,Neutered Male,1,95,Male,0,no pattern,0,Kitten
2909,1,Neutered Male,1,107,Male,0,tabby,1,Kitten
2910,0,Intact Female,0,15,Female,0,tabby,1,Neonatal
2911,1,Neutered Male,1,2314,Male,0,tabby,1,Adult
2912,1,Neutered Male,1,96,Male,0,no pattern,0,Kitten
2913,1,Spayed Female,1,83,Female,0,no pattern,0,Kitten
2914,1,Neutered Male,1,70,Male,0,no pattern,0,Kitten
2915,1,Spayed Female,1,161,Female,0,no pattern,0,Kitten
2916,0,Intact Male,0,378,Male,0,tabby,1,Adult
2917,0,Spayed Female,1,84,Female,0,tabby,1,Kitten
2918,0,Intact Female,0,769,Female,0,no pattern,0,Adult
2919,0,Neutered Male,1,110,Male,0,no pattern,0,Kitten
2920,1,Spayed Female,1,3677,Female,0,tabby,1,Adult
2921,0,Intact Female,0,55,Female,0,point,1,Kitten
2922,1,Neutered Male,1,845,Male,0,tabby,1,Adult
2923,1,Spayed Female,1,376,Female,0,tabby,1,Adult
2924,1,Neutered Male,1,129,Male,1,point,1,Kitten
2925,1,Spayed Female,1,1120,Female,0,no pattern,0,Adult
2926,1,Neutered Male,1,68,Male,0,no pattern,0,Kitten
2927,1,Intact Female,0,745,Female,0,torbie,1,Adult
2928,1,Spayed Female,1,68,Female,0,torbie,1,Kitten
2929,1,Neutered Male,0,1466,Male,0,point,1,Adult
2930,1,Intact Male,0,52,Male,0,tabby,1,Kitten
2931,1,Spayed Female,1,82,Female,0,tabby,1,Kitten
2932,0,Neutered Male,1,309,Male,0,tabby,1,Kitten
2933,1,Neutered Male,1,55,Male,0,no pattern,0,Kitten
2934,1,Spayed Female,1,168,Female,0,calico,1,Kitten
2935,1,Neutered Male,0,737,Male,0,no pattern,0,Adult
2936,1,Neutered Male,1,2197,Male,0,no pattern,0,Adult
2937,0,Intact Male,0,371,Male,0,tabby,1,Adult
2938,0,Intact Female,0,67,Female,0,tortie,1,Kitten
2939,1,Intact Female,1,65,Female,0,tabby,1,Kitten
2940,1,Spayed Female,1,964,Female,0,tortie,1,Adult
2941,1,Spayed Female,1,83,Female,0,tabby,1,Kitten
2942,0,Intact Female,0,372,Female,0,tabby,1,Adult
2943,1,Neutered Male,1,88,Male,0,no pattern,0,Kitten
2944,0,Intact Male,0,153,Male,0,no pattern,0,Kitten
2945,0,Intact Male,0,15,Male,0,tabby,1,Neonatal
2946,1,Neutered Male,0,1100,Male,1,point,1,Adult
2947,1,Spayed Female,1,60,Female,0,calico,1,Kitten
2948,1,Spayed Female,1,66,Female,0,calico,1,Kitten
2949,1,Neutered Male,1,90,Male,0,no pattern,0,Kitten
2950,1,Spayed Female,1,386,Female,0,tabby,1,Adult
2951,0,Intact Female,0,22,Female,0,tabby,1,Neonatal
2952,1,Intact Female,0,9,Female,0,no pattern,0,Neonatal
2953,0,Neutered Male,0,735,Male,0,no pattern,0,Adult
2954,1,Neutered Male,1,763,Male,0,tabby,1,Adult
2955,1,Neutered Male,1,78,Male,0,tabby,1,Kitten
2956,1,Spayed Female,1,58,Female,0,tabby,1,Kitten
2957,1,Spayed Female,1,1036,Female,0,calico,1,Adult
2958,1,Spayed Female,1,2563,Female,0,no pattern,0,Adult
2959,0,Spayed Female,1,138,Female,0,tabby,1,Kitten
2960,1,Neutered Male,0,91,Male,0,smoke,1,Kitten
2961,0,Intact Male,0,1828,Male,0,no pattern,0,Adult
2962,1,Neutered Male,1,3374,Male,0,no pattern,0,Adult
2963,1,Neutered Male,1,8035,Male,0,point,1,Adult
2964,1,Spayed Female,1,733,Female,0,point,1,Adult
2965,1,Spayed Female,1,172,Female,1,tortie,1,Kitten
2966,0,Intact Female,0,22,Female,0,tabby,1,Neonatal
2967,0,Intact Male,0,369,Male,0,tabby,1,Adult
2968,1,Neutered Male,1,1469,Male,1,no pattern,0,Adult
2969,0,Spayed Female,1,739,Female,0,no pattern,0,Adult
2970,1,Spayed Female,1,1827,Female,0,no pattern,0,Adult
2971,1,Spayed Female,1,2191,Female,0,tortie,1,Adult
2972,1,Spayed Female,1,63,Female,0,no pattern,0,Kitten
2973,0,Intact Male,0,2192,Male,0,tabby,1,Adult
2974,1,Neutered Male,1,89,Male,0,tabby,1,Kitten
2975,1,Neutered Male,1,69,Male,0,no pattern,0,Kitten
2976,0,Intact Male,0,101,Male,0,no pattern,0,Kitten
2977,0,Neutered Male,1,156,Male,0,tabby,1,Kitten
2978,0,Spayed Female,0,282,Female,0,torbie,1,Kitten
2979,0,Intact Female,0,31,Female,0,torbie,1,Neonatal
2980,0,Intact Female,0,366,Female,0,calico,1,Adult
2981,1,Intact Female,0,55,Female,0,no pattern,0,Kitten
2982,1,Intact Female,0,3,Female,0,tortie,1,Neonatal
2983,1,Intact Female,0,103,Female,1,point,1,Kitten
2984,0,Intact Female,0,370,Female,0,tortie,1,Adult
2985,1,Intact Female,0,245,Female,0,tabby,1,Kitten
2986,1,Intact Male,0,47,Male,0,no pattern,0,Kitten
2987,0,Intact Female,0,123,Female,0,tabby,1,Kitten
2988,0,Intact Female,0,3,Female,0,no pattern,0,Neonatal
2989,1,Neutered Male,1,104,Male,0,no pattern,0,Kitten
2990,0,Intact Female,0,14,Female,0,no pattern,0,Neonatal
2991,1,Intact Male,0,38,Male,0,no pattern,0,Neonatal
2992,1,Neutered Male,1,66,Male,0,no pattern,0,Kitten
2993,0,Spayed Female,1,79,Female,0,no pattern,0,Kitten
2994,1,Neutered Male,1,756,Male,0,tabby,1,Adult
2995,0,Spayed Female,0,3664,Female,1,point,1,Adult
2996,1,Intact Male,0,79,Male,0,no pattern,0,Kitten
2997,1,Spayed Female,1,561,Female,0,no pattern,0,Adult
2998,1,Spayed Female,1,111,Female,0,tabby,1,Kitten
2999,0,Intact Female,0,13,Female,0,tabby,1,Neonatal
3000,0,Spayed Female,1,65,Female,0,no pattern,0,Kitten
3001,1,Spayed Female,1,117,Female,0,tabby,1,Kitten
3002,0,Intact Female,0,243,Female,0,calico,1,Kitten
3003,0,Intact Male,0,0,Male,0,no pattern,0,Neonatal
3004,1,Intact Male,0,25,Male,0,tabby,1,Neonatal
3005,1,Spayed Female,1,93,Female,0,calico,1,Kitten
3006,1,Spayed Female,0,335,Female,0,no pattern,0,Kitten
3007,0,Neutered Male,1,78,Male,0,tabby,1,Kitten
3008,1,Neutered Male,1,67,Male,0,tabby,1,Kitten
3009,1,Neutered Male,1,1463,Male,0,point,1,Adult
3010,1,Intact Male,1,88,Male,1,no pattern,0,Kitten
3011,1,Neutered Male,0,143,Male,0,no pattern,0,Kitten
3012,1,Neutered Male,0,1826,Male,0,tabby,1,Adult
3013,0,Spayed Female,1,574,Female,0,torbie,1,Adult
3014,1,Spayed Female,1,130,Female,0,no pattern,0,Kitten
3015,0,Neutered Male,0,735,Male,0,agouti,1,Adult
3016,0,Intact Female,0,107,Female,0,no pattern,0,Kitten
3017,1,Neutered Male,1,3866,Male,0,no pattern,0,Adult
3018,1,Spayed Female,1,1156,Female,0,tabby,1,Adult
3019,1,Intact Male,1,368,Male,0,no pattern,0,Adult
3020,1,Neutered Male,0,1097,Male,0,tabby,1,Adult
3021,0,Neutered Male,1,94,Male,0,no pattern,0,Kitten
3022,0,Intact Male,0,735,Male,0,tabby,1,Adult
3023,1,Intact Male,1,57,Male,0,no pattern,0,Kitten
3024,0,Intact Female,0,79,Female,0,tabby,1,Kitten
3025,0,Intact Male,0,22,Male,0,no pattern,0,Neonatal
3026,0,Intact Female,0,48,Female,0,no pattern,0,Kitten
3027,0,Neutered Male,1,63,Male,0,tabby,1,Kitten
3028,1,Neutered Male,1,99,Male,0,no pattern,0,Kitten
3029,1,Neutered Male,1,89,Male,0,no pattern,0,Kitten
3030,1,Neutered Male,1,129,Male,0,tabby,1,Kitten
3031,0,Intact Female,0,187,Female,0,tabby,1,Kitten
3032,0,Spayed Female,0,366,Female,0,no pattern,0,Adult
3033,0,Intact Female,0,22,Female,0,no pattern,0,Neonatal
3034,1,Spayed Female,0,1470,Female,1,point,1,Adult
3035,0,Intact Female,0,35,Female,0,tabby,1,Neonatal
3036,1,Spayed Female,1,2559,Female,0,tabby,1,Adult
3037,0,Intact Female,0,52,Female,0,torbie,1,Kitten
3038,0,Intact Male,0,3,Male,0,tabby,1,Neonatal
3039,1,Intact Female,0,367,Female,0,tabby,1,Adult
3040,1,Intact Male,0,74,Male,0,tabby,1,Kitten
3041,0,Spayed Female,1,75,Female,0,calico,1,Kitten
3042,1,Intact Male,0,9,Male,0,tabby,1,Neonatal
3043,0,Neutered Male,1,69,Male,0,tabby,1,Kitten
3044,1,Intact Male,0,63,Male,0,tabby,1,Kitten
3045,1,Spayed Female,1,88,Female,0,no pattern,0,Kitten
3046,1,Neutered Male,0,76,Male,0,tabby,1,Kitten
3047,1,Intact Female,1,134,Female,0,torbie,1,Kitten
3048,1,Neutered Male,1,1097,Male,0,tabby,1,Adult
3049,1,Neutered Male,0,158,Male,0,no pattern,0,Kitten
3050,1,Intact Female,1,83,Female,0,tortie,1,Kitten
3051,1,Neutered Male,0,2833,Male,0,no pattern,0,Adult
3052,1,Neutered Male,0,228,Male,0,no pattern,0,Kitten
3053,1,Neutered Male,1,87,Male,1,no pattern,0,Kitten
3054,1,Neutered Male,1,1462,Male,0,no pattern,0,Adult
3055,0,Spayed Female,1,798,Female,0,tabby,1,Adult
3056,1,Neutered Male,0,5479,Male,0,no pattern,0,Adult
3057,0,Intact Male,0,25,Male,0,no pattern,0,Neonatal
3058,0,Neutered Male,1,89,Male,1,point,1,Kitten
3059,1,Spayed Female,1,74,Female,0,tabby,1,Kitten
3060,0,Spayed Female,1,93,Female,1,tortie,1,Kitten
3061,1,Spayed Female,0,275,Female,0,torbie,1,Kitten
3062,1,Spayed Female,1,78,Female,0,tortie,1,Kitten
3063,1,Neutered Male,1,3349,Male,0,tabby,1,Adult
3064,1,Neutered Male,1,76,Male,0,no pattern,0,Kitten
3065,1,Neutered Male,1,386,Male,0,no pattern,0,Adult
3066,1,Spayed Female,1,357,Female,0,calico,1,Kitten
3067,1,Spayed Female,1,3217,Female,0,tortie,1,Adult
3068,0,Intact Male,0,92,Male,0,no pattern,0,Kitten
3069,1,Intact Male,0,7,Male,0,tabby,1,Neonatal
3070,1,Neutered Male,1,2640,Male,0,no pattern,0,Adult
3071,1,Neutered Male,1,1107,Male,0,tabby,1,Adult
3072,0,Intact Male,1,731,Male,0,tabby,1,Adult
3073,1,Intact Male,0,69,Male,0,no pattern,0,Kitten
3074,1,Neutered Male,1,81,Male,0,point,1,Kitten
3075,1,Spayed Female,1,87,Female,0,no pattern,0,Kitten
3076,1,Spayed Female,0,4383,Female,0,tabby,1,Adult
3077,1,Neutered Male,0,2797,Male,0,no pattern,0,Adult
3078,0,Neutered Male,1,101,Male,0,no pattern,0,Kitten
3079,1,Neutered Male,1,117,Male,0,tabby,1,Kitten
3080,0,Spayed Female,0,366,Female,0,tabby,1,Adult
3081,0,Neutered Male,0,1462,Male,0,tabby,1,Adult
3082,0,Intact Female,0,372,Female,0,torbie,1,Adult
3083,1,Neutered Male,1,2021,Male,0,tabby,1,Adult
3084,0,Intact Female,0,215,Female,0,calico,1,Kitten
3085,1,Spayed Female,1,393,Female,0,no pattern,0,Adult
3086,1,Intact Male,0,65,Male,0,tabby,1,Kitten
3087,0,Intact Male,0,32,Male,0,tabby,1,Neonatal
3088,0,Intact Female,0,45,Female,0,tortie,1,Kitten
3089,1,Spayed Female,0,1472,Female,0,tabby,1,Adult
3090,1,Spayed Female,1,2930,Female,1,tabby,1,Adult
3091,1,Neutered Male,1,125,Male,0,tabby,1,Kitten
3092,1,Neutered Male,1,93,Male,0,tabby,1,Kitten
3093,1,Neutered Male,1,118,Male,0,tabby,1,Kitten
3094,1,Neutered Male,1,745,Male,0,tabby,1,Adult
3095,0,Neutered Male,1,90,Male,0,no pattern,0,Kitten
3096,0,Neutered Male,1,103,Male,0,tabby,1,Kitten
3097,1,Neutered Male,1,79,Male,0,tabby,1,Kitten
3098,1,Intact Female,0,27,Female,0,no pattern,0,Neonatal
3099,0,Spayed Female,0,204,Female,0,no pattern,0,Kitten
3100,1,Intact Female,0,366,Female,0,no pattern,0,Adult
3101,1,Spayed Female,0,371,Female,0,point,1,Adult
3102,1,Intact Male,0,28,Male,0,tabby,1,Neonatal
3103,0,Intact Female,0,24,Female,0,tabby,1,Neonatal
3104,1,Intact Male,0,45,Male,0,no pattern,0,Kitten
3105,0,Intact Female,0,22,Female,0,tortie,1,Neonatal
3106,1,Intact Female,1,65,Female,0,tabby,1,Kitten
3107,1,Neutered Male,1,1776,Male,0,tabby,1,Adult
3108,1,Neutered Male,1,157,Male,0,tabby,1,Kitten
3109,1,Neutered Male,1,87,Male,0,no pattern,0,Kitten
3110,0,Intact Female,0,22,Female,0,no pattern,0,Neonatal
3111,0,Intact Female,0,33,Female,0,point,1,Neonatal
3112,1,Spayed Female,1,74,Female,0,calico,1,Kitten
3113,1,Neutered Male,0,753,Male,0,tabby,1,Adult
3114,1,Neutered Male,1,733,Male,0,tabby,1,Adult
3115,0,Spayed Female,1,109,Female,0,no pattern,0,Kitten
3116,0,Intact Male,0,37,Male,0,tabby,1,Neonatal
3117,1,Neutered Male,1,1338,Male,0,no pattern,0,Adult
3118,1,Intact Female,1,5844,Female,0,tortie,1,Adult
3119,0,Intact Male,0,732,Male,0,tabby,1,Adult
3120,1,Neutered Male,1,61,Male,0,tabby,1,Kitten
3121,0,Intact Male,0,18,Male,0,no pattern,0,Neonatal
3122,1,Neutered Male,1,742,Male,0,tabby,1,Adult
3123,1,Neutered Male,1,65,Male,0,tabby,1,Kitten
3124,0,Neutered Male,0,370,Male,0,tabby,1,Adult
3125,0,Intact Male,0,4,Male,0,tabby,1,Neonatal
3126,1,Intact Female,0,2,Female,0,tabby,1,Neonatal
3127,1,Neutered Male,1,736,Male,1,point,1,Adult
3128,1,Intact Female,1,26,Female,0,tabby,1,Neonatal
3129,1,Neutered Male,1,306,Male,0,no pattern,0,Kitten
3130,1,Spayed Female,1,78,Female,0,calico,1,Kitten
3131,1,Neutered Male,1,187,Male,0,tabby,1,Kitten
3132,1,Spayed Female,1,2243,Female,0,calico,1,Adult
3133,1,Intact Female,1,65,Female,0,tabby,1,Kitten
3134,0,Intact Male,0,22,Male,0,tabby,1,Neonatal
3135,1,Spayed Female,1,127,Female,0,torbie,1,Kitten
3136,1,Intact Male,0,40,Male,0,no pattern,0,Neonatal
3137,0,Intact Male,0,91,Male,0,no pattern,0,Kitten
3138,0,Spayed Female,1,65,Female,0,tabby,1,Kitten
3139,0,Intact Male,0,4,Male,0,no pattern,0,Neonatal
3140,0,Intact Male,0,182,Male,1,point,1,Kitten
3141,0,Intact Female,0,33,Female,0,tabby,1,Neonatal
3142,0,Intact Male,0,10,Male,0,tabby,1,Neonatal
3143,0,Neutered Male,0,732,Male,0,no pattern,0,Adult
3144,0,Spayed Female,1,370,Female,0,tabby,1,Adult
3145,1,Neutered Male,1,61,Male,0,tabby,1,Kitten
3146,1,Spayed Female,1,91,Female,0,no pattern,0,Kitten
3147,1,Neutered Male,1,519,Male,0,no pattern,0,Adult
3148,0,Intact Female,0,369,Female,0,calico,1,Adult
3149,1,Neutered Male,1,64,Male,0,tabby,1,Kitten
3150,0,Intact Male,0,138,Male,0,no pattern,0,Kitten
3151,0,Intact Male,0,32,Male,0,tabby,1,Neonatal
3152,0,Intact Male,0,10,Male,0,tabby,1,Neonatal
3153,1,Spayed Female,1,79,Female,0,calico,1,Kitten
3154,1,Spayed Female,1,1691,Female,0,no pattern,0,Adult
3155,0,Intact Female,0,365,Female,0,tortie,1,Adult
3156,0,Intact Male,0,735,Male,0,no pattern,0,Adult
3157,0,Intact Female,0,2,Female,0,no pattern,0,Neonatal
3158,0,Intact Male,0,185,Male,0,tabby,1,Kitten
3159,1,Neutered Male,1,102,Male,0,no pattern,0,Kitten
3160,1,Spayed Female,1,65,Female,0,calico,1,Kitten
3161,0,Spayed Female,0,2200,Female,0,tabby,1,Adult
3162,1,Spayed Female,1,85,Female,0,torbie,1,Kitten
3163,0,Intact Male,0,1461,Male,0,tabby,1,Adult
3164,1,Intact Female,0,21,Female,0,tabby,1,Neonatal
3165,1,Intact Female,0,92,Female,0,no pattern,0,Kitten
3166,0,Intact Male,0,124,Male,0,no pattern,0,Kitten
3167,1,Spayed Female,1,93,Female,0,no pattern,0,Kitten
3168,0,Intact Male,0,62,Male,0,tabby,1,Kitten
3169,1,Intact Male,1,59,Male,0,no pattern,0,Kitten
3170,1,Neutered Male,1,1029,Male,0,tabby,1,Adult
3171,0,Intact Male,0,377,Male,1,point,1,Adult
3172,1,Spayed Female,1,66,Female,0,no pattern,0,Kitten
3173,1,Neutered Male,1,345,Male,0,no pattern,0,Kitten
3174,0,Intact Male,0,50,Male,0,tabby,1,Kitten
3175,1,Spayed Female,1,3287,Female,0,no pattern,0,Adult
3176,1,Neutered Male,0,1125,Male,0,tabby,1,Adult
3177,1,Intact Female,1,1103,Female,0,tabby,1,Adult
