,Name,Sex upon Outcome,Adopt,Age_days,Sex,cfa_breed,coat_pattern,pattern,Cat_Kitten_Neonatal
18750,1,Neutered Male,1,65,Male,1,point,1,Kitten
18751,1,Neutered Male,1,74,Male,0,tabby,1,Kitten
18752,1,Spayed Female,1,106,Female,0,tabby,1,Kitten
18753,1,Intact Male,0,32,Male,0,no pattern,0,Neonatal
18754,1,Spayed Female,1,68,Female,0,tabby,1,Kitten
18755,0,Intact Male,0,365,Male,0,no pattern,0,Adult
18756,1,Neutered Male,0,375,Male,0,tabby,1,Adult
18757,0,Neutered Male,1,71,Male,0,tabby,1,Kitten
18758,1,Neutered Male,0,1103,Male,0,no pattern,0,Adult
18759,1,Spayed Female,1,741,Female,0,tabby,1,Adult
18760,0,Spayed Female,0,735,Female,0,tabby,1,Adult
18761,0,Spayed Female,1,65,Female,0,no pattern,0,Kitten
18762,1,Spayed Female,1,449,Female,0,tabby,1,Adult
18763,1,Neutered Male,1,72,Male,0,no pattern,0,Kitten
18764,0,Intact Male,0,18,Male,0,tabby,1,Neonatal
18765,0,Intact Female,0,735,Female,0,no pattern,0,Adult
18766,1,Intact Male,0,15,Male,0,no pattern,0,Neonatal
18767,0,Spayed Female,1,67,Female,0,tabby,1,Kitten
18768,1,Neutered Male,1,184,Male,1,point,1,Kitten
18769,1,Spayed Female,1,65,Female,0,no pattern,0,Kitten
18770,1,Neutered Male,0,928,Male,0,tabby,1,Adult
18771,0,Neutered Male,0,736,Male,0,no pattern,0,Adult
18772,1,Neutered Male,1,417,Male,0,tabby,1,Adult
18773,1,Neutered Male,1,115,Male,1,point,1,Kitten
18774,0,Intact Female,0,5,Female,0,tortie,1,Neonatal
18775,1,Neutered Male,1,65,Male,0,tabby,1,Kitten
18776,0,Intact Male,0,15,Male,0,no pattern,0,Neonatal
18777,1,Spayed Female,1,406,Female,0,tabby,1,Adult
18778,1,Spayed Female,1,251,Female,0,no pattern,0,Kitten
18779,0,Spayed Female,0,737,Female,0,torbie,1,Adult
18780,0,Spayed Female,1,61,Female,0,no pattern,0,Kitten
18781,0,Intact Male,0,15,Male,0,no pattern,0,Neonatal
18782,1,Neutered Male,1,4856,Male,1,point,1,Adult
18783,1,Neutered Male,0,153,Male,0,no pattern,0,Kitten
18784,1,Intact Female,0,41,Female,0,torbie,1,Neonatal
18785,0,Intact Male,0,32,Male,0,tabby,1,Neonatal
18786,1,Neutered Male,0,4032,Male,0,tabby,1,Adult
18787,0,Neutered Male,0,733,Male,0,tabby,1,Adult
18788,1,Neutered Male,0,3702,Male,0,no pattern,0,Adult
18789,0,Intact Male,0,32,Male,0,tabby,1,Neonatal
18790,0,Spayed Female,1,104,Female,0,tabby,1,Kitten
18791,1,Neutered Male,0,243,Male,0,no pattern,0,Kitten
18792,1,Neutered Male,1,107,Male,0,tabby,1,Kitten
18793,0,Intact Female,0,735,Female,0,tabby,1,Adult
18794,0,Intact Male,0,15,Male,0,tabby,1,Neonatal
18795,1,Intact Female,0,28,Female,0,no pattern,0,Neonatal
18796,0,Intact Female,0,124,Female,0,tabby,1,Kitten
18797,1,Spayed Female,0,275,Female,0,tabby,1,Kitten
18798,0,Intact Female,0,366,Female,0,no pattern,0,Adult
18799,1,Intact Female,0,42,Female,0,calico,1,Neonatal
18800,1,Neutered Male,1,362,Male,0,tabby,1,Kitten
18801,1,Spayed Female,1,78,Female,0,tortie,1,Kitten
18802,1,Neutered Male,1,60,Male,0,tabby,1,Kitten
18803,1,Neutered Male,1,107,Male,0,tabby,1,Kitten
18804,1,Intact Female,0,42,Female,0,calico,1,Neonatal
18805,0,Intact Male,0,28,Male,0,no pattern,0,Neonatal
18806,0,Intact Male,0,7,Male,0,no pattern,0,Neonatal
18807,0,Spayed Female,0,731,Female,1,point,1,Adult
18808,0,Intact Male,0,13,Male,0,tabby,1,Neonatal
18809,1,Intact Male,0,33,Male,0,no pattern,0,Neonatal
18810,1,Spayed Female,1,81,Female,0,no pattern,0,Kitten
18811,0,Neutered Male,1,73,Male,0,tabby,1,Kitten
18812,1,Spayed Female,1,145,Female,0,calico,1,Kitten
18813,0,Spayed Female,1,96,Female,0,tabby,1,Kitten
18814,0,Spayed Female,1,95,Female,0,no pattern,0,Kitten
18815,1,Neutered Male,1,247,Male,0,no pattern,0,Kitten
18816,1,Intact Male,0,1,Male,1,point,1,Neonatal
18817,1,Spayed Female,1,106,Female,0,tortie,1,Kitten
18818,1,Intact Female,0,6223,Female,0,tabby,1,Adult
18819,1,Neutered Male,0,856,Male,0,no pattern,0,Adult
18820,1,Intact Male,0,22,Male,0,no pattern,0,Neonatal
18821,0,Intact Female,0,30,Female,0,no pattern,0,Neonatal
18822,0,Intact Female,0,21,Female,0,torbie,1,Neonatal
18823,0,Intact Male,0,368,Male,0,no pattern,0,Adult
18824,0,Intact Female,0,738,Female,1,calico,1,Adult
18825,1,Spayed Female,1,2099,Female,0,no pattern,0,Adult
18826,0,Spayed Female,0,369,Female,0,no pattern,0,Adult
18827,1,Neutered Male,1,93,Male,0,tabby,1,Kitten
18828,0,Intact Female,0,550,Female,0,no pattern,0,Adult
18829,0,Intact Male,0,734,Male,0,tabby,1,Adult
18830,1,Neutered Male,1,63,Male,0,no pattern,0,Kitten
18831,0,Intact Female,0,734,Female,0,no pattern,0,Adult
18832,1,Intact Female,0,7,Female,0,no pattern,0,Neonatal
18833,1,Spayed Female,1,174,Female,0,no pattern,0,Kitten
18834,1,Neutered Male,1,111,Male,0,no pattern,0,Kitten
18835,1,Spayed Female,1,514,Female,0,no pattern,0,Adult
18836,0,Intact Female,0,734,Female,1,point,1,Adult
18837,1,Neutered Male,0,1211,Male,0,tabby,1,Adult
18838,1,Neutered Male,1,85,Male,0,no pattern,0,Kitten
18839,1,Spayed Female,1,88,Female,0,torbie,1,Kitten
18840,1,Intact Female,1,82,Female,0,no pattern,0,Kitten
18841,1,Neutered Male,1,123,Male,0,tabby,1,Kitten
18842,0,Intact Female,0,22,Female,0,tabby,1,Neonatal
18843,0,Spayed Female,0,309,Female,0,tabby,1,Kitten
18844,0,Intact Female,0,15,Female,0,tortie,1,Neonatal
18845,0,Intact Female,0,22,Female,0,tabby,1,Neonatal
18846,0,Intact Female,0,22,Female,0,tabby,1,Neonatal
18847,1,Neutered Male,1,1473,Male,0,no pattern,0,Adult
18848,0,Spayed Female,1,119,Female,0,tabby,1,Kitten
18849,1,Spayed Female,0,773,Female,0,no pattern,0,Adult
18850,1,Neutered Male,1,89,Male,0,no pattern,0,Kitten
18851,1,Spayed Female,0,1913,Female,0,tortie,1,Adult
18852,0,Intact Female,0,371,Female,0,tabby,1,Adult
18853,1,Neutered Male,1,1098,Male,0,tabby,1,Adult
18854,1,Spayed Female,1,2923,Female,1,no pattern,0,Adult
18855,0,Intact Male,0,22,Male,0,tabby,1,Neonatal
18856,1,Neutered Male,1,3662,Male,0,no pattern,0,Adult
18857,0,Spayed Female,1,252,Female,1,point,1,Kitten
18858,0,Intact Male,0,22,Male,0,tabby,1,Neonatal
18859,0,Neutered Male,0,732,Male,0,tabby,1,Adult
18860,0,Intact Male,0,247,Male,0,tabby,1,Kitten
18861,1,Neutered Male,1,75,Male,0,tabby,1,Kitten
18862,0,Intact Female,0,369,Female,0,tabby,1,Adult
18863,0,Spayed Female,1,111,Female,0,tabby,1,Kitten
18864,1,Intact Male,0,374,Male,0,tabby,1,Adult
18865,1,Neutered Male,1,183,Male,0,no pattern,0,Kitten
18866,0,Spayed Female,1,65,Female,0,tabby,1,Kitten
18867,0,Neutered Male,1,126,Male,0,no pattern,0,Kitten
18868,1,Spayed Female,1,396,Female,0,no pattern,0,Adult
18869,0,Intact Male,0,7,Male,1,no pattern,0,Neonatal
18870,1,Spayed Female,1,1208,Female,0,tabby,1,Adult
18871,1,Spayed Female,1,83,Female,0,tabby,1,Kitten
18872,0,Intact Female,0,731,Female,0,tortie,1,Adult
18873,0,Intact Female,0,31,Female,0,no pattern,0,Neonatal
18874,1,Neutered Male,1,837,Male,0,no pattern,0,Adult
18875,1,Spayed Female,1,72,Female,0,torbie,1,Kitten
18876,1,Neutered Male,1,366,Male,0,no pattern,0,Adult
18877,1,Spayed Female,1,366,Female,0,torbie,1,Adult
18878,1,Intact Male,0,31,Male,0,tabby,1,Neonatal
18879,1,Neutered Male,0,142,Male,0,tabby,1,Kitten
18880,1,Intact Male,1,156,Male,0,tabby,1,Kitten
18881,0,Intact Male,0,369,Male,0,no pattern,0,Adult
18882,1,Spayed Female,1,1832,Female,0,tortie,1,Adult
18883,0,Neutered Male,1,64,Male,0,tabby,1,Kitten
18884,1,Neutered Male,0,170,Male,0,tabby,1,Kitten
18885,0,Intact Female,0,733,Female,0,tabby,1,Adult
18886,1,Spayed Female,1,68,Female,0,tabby,1,Kitten
18887,1,Neutered Male,1,78,Male,0,no pattern,0,Kitten
18888,1,Spayed Female,1,2923,Female,0,tabby,1,Adult
18889,1,Spayed Female,1,3224,Female,0,calico,1,Adult
18890,1,Spayed Female,1,91,Female,0,tabby,1,Kitten
18891,1,Neutered Male,0,138,Male,0,no pattern,0,Kitten
18892,0,Spayed Female,0,189,Female,0,tabby,1,Kitten
18893,1,Spayed Female,1,76,Female,0,tabby,1,Kitten
18894,0,Intact Male,0,31,Male,0,no pattern,0,Neonatal
18895,1,Neutered Male,1,4758,Male,0,tabby,1,Adult
18896,0,Intact Female,0,54,Female,0,tabby,1,Kitten
18897,0,Intact Male,0,54,Male,0,tabby,1,Kitten
18898,0,Intact Male,0,24,Male,0,tabby,1,Neonatal
18899,1,Spayed Female,0,731,Female,0,no pattern,0,Adult
18900,1,Spayed Female,0,546,Female,0,no pattern,0,Adult
18901,1,Neutered Male,1,82,Male,0,no pattern,0,Kitten
18902,1,Neutered Male,1,762,Male,0,tabby,1,Adult
18903,1,Neutered Male,1,113,Male,0,tabby,1,Kitten
18904,1,Neutered Male,1,167,Male,0,tabby,1,Kitten
18905,0,Intact Male,0,108,Male,0,tabby,1,Kitten
18906,1,Neutered Male,1,3232,Male,0,tabby,1,Adult
18907,0,Intact Male,0,734,Male,0,tabby,1,Adult
18908,1,Intact Female,1,73,Female,0,tabby,1,Kitten
18909,0,Intact Male,0,128,Male,0,tabby,1,Kitten
18910,1,Intact Female,0,741,Female,0,no pattern,0,Adult
18911,1,Neutered Male,1,4391,Male,0,tabby,1,Adult
18912,0,Neutered Male,0,2191,Male,0,tabby,1,Adult
18913,0,Neutered Male,1,85,Male,0,no pattern,0,Kitten
18914,1,Spayed Female,0,2203,Female,1,no pattern,0,Adult
18915,1,Spayed Female,1,1279,Female,0,torbie,1,Adult
18916,1,Intact Female,1,48,Female,0,tabby,1,Kitten
18917,1,Neutered Male,1,471,Male,0,tabby,1,Adult
18918,0,Intact Female,0,736,Female,0,tortie,1,Adult
18919,0,Intact Female,0,83,Female,0,tabby,1,Kitten
18920,1,Neutered Male,1,56,Male,0,point,1,Kitten
18921,1,Neutered Male,1,86,Male,0,tabby,1,Kitten
18922,1,Spayed Female,1,1112,Female,0,tortie,1,Adult
18923,0,Intact Male,0,32,Male,0,no pattern,0,Neonatal
18924,1,Spayed Female,1,95,Female,0,no pattern,0,Kitten
18925,1,Spayed Female,1,169,Female,0,no pattern,0,Kitten
18926,1,Neutered Male,1,67,Male,0,tabby,1,Kitten
18927,0,Intact Female,0,25,Female,0,no pattern,0,Neonatal
18928,1,Neutered Male,1,60,Male,0,no pattern,0,Kitten
18929,1,Neutered Male,1,732,Male,0,tabby,1,Adult
18930,1,Neutered Male,1,1876,Male,0,tabby,1,Adult
18931,1,Spayed Female,1,2786,Female,0,no pattern,0,Adult
18932,1,Spayed Female,1,1119,Female,0,calico,1,Adult
18933,1,Spayed Female,1,5481,Female,0,no pattern,0,Adult
18934,1,Intact Male,0,130,Male,0,point,1,Kitten
18935,1,Spayed Female,1,74,Female,0,tabby,1,Kitten
18936,0,Spayed Female,1,84,Female,0,tabby,1,Kitten
18937,0,Intact Female,0,366,Female,0,tortie,1,Adult
18938,1,Neutered Male,1,281,Male,0,no pattern,0,Kitten
18939,1,Spayed Female,1,313,Female,0,tabby,1,Kitten
18940,1,Spayed Female,0,2218,Female,0,calico,1,Adult
18941,0,Spayed Female,1,141,Female,0,tabby,1,Kitten
18942,0,Intact Female,0,4,Female,0,torbie,1,Neonatal
18943,1,Neutered Male,1,73,Male,0,no pattern,0,Kitten
18944,0,Intact Male,0,128,Male,0,tabby,1,Kitten
18945,0,Intact Male,0,731,Male,0,no pattern,0,Adult
18946,1,Spayed Female,1,2008,Female,0,no pattern,0,Adult
18947,0,Neutered Male,1,161,Male,0,no pattern,0,Kitten
18948,1,Neutered Male,1,119,Male,0,tabby,1,Kitten
18949,0,Spayed Female,1,108,Female,0,tabby,1,Kitten
18950,0,Neutered Male,0,741,Male,0,tabby,1,Adult
18951,1,Intact Female,1,71,Female,0,no pattern,0,Kitten
18952,1,Spayed Female,0,449,Female,0,torbie,1,Adult
18953,1,Spayed Female,1,3017,Female,0,no pattern,0,Adult
18954,1,Intact Female,0,0,Female,0,tabby,1,Neonatal
18955,1,Spayed Female,1,1028,Female,0,calico,1,Adult
18956,1,Neutered Male,1,811,Male,0,tabby,1,Adult
18957,0,Intact Male,0,22,Male,0,no pattern,0,Neonatal
18958,0,Intact Female,0,9,Female,0,torbie,1,Neonatal
18959,1,Spayed Female,1,156,Female,0,tortie,1,Kitten
18960,1,Spayed Female,1,115,Female,0,no pattern,0,Kitten
18961,1,Spayed Female,1,4352,Female,0,no pattern,0,Adult
18962,1,Spayed Female,0,112,Female,0,tabby,1,Kitten
18963,0,Spayed Female,1,70,Female,0,tabby,1,Kitten
18964,1,Spayed Female,1,68,Female,0,tabby,1,Kitten
18965,1,Spayed Female,1,1141,Female,1,tortie,1,Adult
18966,1,Intact Female,1,68,Female,0,tabby,1,Kitten
18967,0,Intact Male,0,31,Male,0,tabby,1,Neonatal
18968,1,Spayed Female,1,76,Female,0,calico,1,Kitten
18969,0,Neutered Male,1,159,Male,0,tabby,1,Kitten
18970,1,Intact Male,0,61,Male,0,tabby,1,Kitten
18971,0,Intact Female,0,73,Female,0,no pattern,0,Kitten
18972,0,Spayed Female,0,187,Female,0,tabby,1,Kitten
18973,1,Intact Male,0,64,Male,0,no pattern,0,Kitten
18974,0,Intact Male,0,248,Male,0,tabby,1,Kitten
18975,1,Neutered Male,0,125,Male,0,tabby,1,Kitten
18976,0,Intact Male,0,21,Male,0,tabby,1,Neonatal
18977,1,Spayed Female,0,66,Female,0,tortie,1,Kitten
18978,1,Intact Male,0,746,Male,0,point,1,Adult
18979,1,Neutered Male,1,221,Male,0,no pattern,0,Kitten
18980,0,Intact Female,0,35,Female,0,no pattern,0,Neonatal
18981,0,Intact Female,0,22,Female,0,no pattern,0,Neonatal
18982,0,Intact Male,0,68,Male,0,tabby,1,Kitten
18983,1,Spayed Female,1,430,Female,0,no pattern,0,Adult
18984,1,Spayed Female,0,748,Female,0,no pattern,0,Adult
18985,1,Neutered Male,1,1107,Male,0,no pattern,0,Adult
18986,1,Neutered Male,1,2301,Male,0,tabby,1,Adult
18987,1,Neutered Male,1,87,Male,0,no pattern,0,Kitten
18988,1,Neutered Male,1,96,Male,0,agouti,1,Kitten
18989,1,Neutered Male,1,100,Male,0,tabby,1,Kitten
18990,1,Neutered Male,1,385,Male,0,tabby,1,Adult
18991,1,Neutered Male,1,97,Male,0,tabby,1,Kitten
18992,1,Spayed Female,1,202,Female,0,torbie,1,Kitten
18993,1,Spayed Female,1,115,Female,0,tortie,1,Kitten
18994,1,Intact Female,1,62,Female,0,calico,1,Kitten
18995,1,Neutered Male,1,367,Male,0,no pattern,0,Adult
18996,1,Spayed Female,1,4069,Female,0,tortie,1,Adult
18997,0,Intact Female,0,20,Female,0,tortie,1,Neonatal
18998,1,Neutered Male,1,85,Male,0,tabby,1,Kitten
18999,0,Neutered Male,0,1731,Male,0,no pattern,0,Adult
19000,1,Neutered Male,1,75,Male,0,tabby,1,Kitten
19001,1,Spayed Female,1,64,Female,0,tabby,1,Kitten
19002,1,Spayed Female,1,167,Female,0,tabby,1,Kitten
19003,1,Spayed Female,0,1836,Female,0,calico,1,Adult
19004,1,Spayed Female,0,73,Female,0,tabby,1,Kitten
19005,0,Intact Male,0,24,Male,0,tabby,1,Neonatal
19006,1,Neutered Male,1,2562,Male,0,tabby,1,Adult
19007,1,Spayed Female,1,112,Female,0,tabby,1,Kitten
19008,1,Neutered Male,1,730,Male,0,tabby,1,Adult
19009,1,Neutered Male,1,4685,Male,0,no pattern,0,Adult
19010,1,Spayed Female,1,1836,Female,0,tabby,1,Adult
19011,0,Intact Female,0,5,Female,0,tabby,1,Neonatal
19012,1,Spayed Female,0,3674,Female,0,tortie,1,Adult
19013,1,Neutered Male,0,123,Male,0,tabby,1,Kitten
19014,1,Neutered Male,1,371,Male,1,point,1,Adult
19015,1,Spayed Female,0,764,Female,0,tabby,1,Adult
19016,0,Intact Female,0,366,Female,0,tortie,1,Adult
19017,0,Intact Male,0,731,Male,0,tabby,1,Adult
19018,1,Spayed Female,1,74,Female,0,no pattern,0,Kitten
19019,1,Spayed Female,0,767,Female,0,tabby,1,Adult
19020,0,Intact Female,0,52,Female,0,tortie,1,Kitten
19021,1,Neutered Male,1,2192,Male,0,no pattern,0,Adult
19022,1,Spayed Female,1,99,Female,0,tabby,1,Kitten
19023,1,Intact Male,0,31,Male,0,no pattern,0,Neonatal
19024,1,Neutered Male,1,749,Male,0,tabby,1,Adult
19025,1,Spayed Female,1,780,Female,0,tabby,1,Adult
19026,1,Spayed Female,1,69,Female,0,tabby,1,Kitten
19027,0,Spayed Female,0,553,Female,0,calico,1,Adult
19028,1,Spayed Female,1,105,Female,0,torbie,1,Kitten
19029,1,Spayed Female,1,57,Female,1,calico,1,Kitten
19030,1,Spayed Female,1,79,Female,0,tabby,1,Kitten
19031,1,Spayed Female,1,1517,Female,0,torbie,1,Adult
19032,0,Intact Female,0,185,Female,0,tabby,1,Kitten
19033,1,Neutered Male,1,97,Male,0,no pattern,0,Kitten
19034,0,Spayed Female,1,95,Female,0,no pattern,0,Kitten
19035,0,Intact Male,0,21,Male,0,tabby,1,Neonatal
19036,1,Neutered Male,1,70,Male,0,tabby,1,Kitten
19037,1,Neutered Male,1,56,Male,0,tabby,1,Kitten
19038,0,Intact Female,0,22,Female,0,tabby,1,Neonatal
19039,1,Spayed Female,1,737,Female,0,calico,1,Adult
19040,1,Intact Female,1,119,Female,0,no pattern,0,Kitten
19041,1,Neutered Male,1,80,Male,0,tabby,1,Kitten
19042,1,Spayed Female,0,110,Female,0,tortie,1,Kitten
19043,1,Neutered Male,1,399,Male,0,tabby,1,Adult
19044,0,Spayed Female,1,232,Female,0,tabby,1,Kitten
19045,0,Intact Male,0,184,Male,0,no pattern,0,Kitten
19046,0,Intact Female,0,305,Female,0,tabby,1,Kitten
19047,1,Neutered Male,1,88,Male,0,tabby,1,Kitten
19048,1,Intact Female,1,383,Female,1,point,1,Adult
19049,1,Neutered Male,1,1844,Male,0,tabby,1,Adult
19050,0,Intact Female,0,22,Female,0,calico,1,Neonatal
19051,1,Intact Male,0,22,Male,0,no pattern,0,Neonatal
19052,1,Spayed Female,1,163,Female,0,torbie,1,Kitten
19053,0,Intact Male,0,30,Male,0,point,1,Neonatal
19054,0,Intact Male,0,154,Male,1,point,1,Kitten
19055,1,Neutered Male,1,374,Male,0,no pattern,0,Adult
19056,1,Spayed Female,1,127,Female,0,no pattern,0,Kitten
19057,1,Neutered Male,0,282,Male,0,no pattern,0,Kitten
19058,0,Intact Male,0,15,Male,0,tabby,1,Neonatal
19059,0,Neutered Male,1,114,Male,0,tabby,1,Kitten
19060,0,Intact Female,1,60,Female,0,torbie,1,Kitten
19061,1,Neutered Male,1,771,Male,1,no pattern,0,Adult
19062,1,Intact Male,0,142,Male,0,no pattern,0,Kitten
19063,1,Intact Male,0,370,Male,0,no pattern,0,Adult
19064,1,Neutered Male,1,61,Male,0,tabby,1,Kitten
19065,0,Intact Female,0,22,Female,0,tabby,1,Neonatal
19066,1,Intact Male,0,735,Male,0,tabby,1,Adult
19067,0,Intact Female,0,116,Female,0,no pattern,0,Kitten
19068,1,Neutered Male,1,641,Male,0,no pattern,0,Adult
19069,1,Spayed Female,0,59,Female,0,no pattern,0,Kitten
19070,1,Neutered Male,1,69,Male,0,tabby,1,Kitten
19071,1,Spayed Female,1,67,Female,0,no pattern,0,Kitten
19072,1,Intact Female,0,74,Female,0,tabby,1,Kitten
19073,1,Neutered Male,1,738,Male,0,tabby,1,Adult
19074,1,Intact Female,0,71,Female,0,tortie,1,Kitten
19075,1,Spayed Female,1,80,Female,0,torbie,1,Kitten
19076,0,Intact Female,0,50,Female,0,tabby,1,Kitten
19077,0,Neutered Male,1,312,Male,0,tabby,1,Kitten
19078,1,Neutered Male,1,63,Male,0,tabby,1,Kitten
19079,0,Intact Female,0,59,Female,0,calico,1,Kitten
19080,1,Spayed Female,0,80,Female,0,calico,1,Kitten
19081,0,Intact Male,0,123,Male,0,tabby,1,Kitten
19082,0,Intact Female,0,40,Female,0,tabby,1,Neonatal
19083,1,Spayed Female,1,378,Female,0,no pattern,0,Adult
19084,1,Intact Female,0,37,Female,0,tortie,1,Neonatal
19085,1,Spayed Female,0,449,Female,0,tabby,1,Adult
19086,1,Neutered Male,1,788,Male,0,tabby,1,Adult
19087,0,Intact Male,0,2557,Male,0,no pattern,0,Adult
19088,1,Neutered Male,1,80,Male,1,tabby,1,Kitten
19089,1,Neutered Male,1,1781,Male,0,tabby,1,Adult
19090,0,Intact Male,0,43,Male,0,no pattern,0,Kitten
19091,1,Neutered Male,1,79,Male,0,tabby,1,Kitten
19092,1,Neutered Male,1,71,Male,0,tabby,1,Kitten
19093,1,Neutered Male,0,4568,Male,0,no pattern,0,Adult
19094,1,Neutered Male,1,853,Male,1,point,1,Adult
19095,0,Intact Male,0,550,Male,0,tabby,1,Adult
19096,0,Neutered Male,0,3287,Male,0,no pattern,0,Adult
19097,0,Intact Male,0,22,Male,0,no pattern,0,Neonatal
19098,1,Neutered Male,1,71,Male,0,tabby,1,Kitten
19099,1,Spayed Female,1,90,Female,0,tortie,1,Kitten
19100,1,Spayed Female,0,4284,Female,0,tabby,1,Adult
19101,0,Intact Male,0,21,Male,0,no pattern,0,Neonatal
19102,1,Spayed Female,1,732,Female,0,no pattern,0,Adult
19103,0,Intact Female,0,15,Female,0,torbie,1,Neonatal
19104,1,Intact Female,0,71,Female,0,tabby,1,Kitten
19105,0,Spayed Female,1,77,Female,0,tabby,1,Kitten
19106,1,Spayed Female,1,369,Female,0,point,1,Adult
19107,1,Intact Male,0,40,Male,0,no pattern,0,Neonatal
19108,0,Intact Female,0,14,Female,0,tabby,1,Neonatal
19109,1,Spayed Female,1,83,Female,0,tabby,1,Kitten
19110,1,Neutered Male,1,551,Male,0,tabby,1,Adult
19111,1,Spayed Female,0,4036,Female,0,no pattern,0,Adult
19112,0,Intact Female,1,150,Female,0,tabby,1,Kitten
19113,0,Intact Male,0,25,Male,0,tabby,1,Neonatal
19114,1,Neutered Male,1,2999,Male,0,tabby,1,Adult
19115,1,Neutered Male,1,156,Male,0,no pattern,0,Kitten
19116,1,Neutered Male,1,66,Male,0,no pattern,0,Kitten
19117,0,Intact Female,0,308,Female,0,tabby,1,Kitten
19118,0,Intact Female,0,21,Female,0,calico,1,Neonatal
19119,0,Intact Male,0,154,Male,0,tabby,1,Kitten
19120,0,Intact Female,0,370,Female,0,tabby,1,Adult
19121,0,Neutered Male,1,88,Male,0,no pattern,0,Kitten
19122,1,Neutered Male,1,307,Male,1,point,1,Kitten
19123,0,Intact Male,0,1829,Male,0,tabby,1,Adult
19124,1,Spayed Female,1,383,Female,0,tabby,1,Adult
19125,1,Spayed Female,1,377,Female,0,tabby,1,Adult
19126,1,Spayed Female,1,955,Female,0,tabby,1,Adult
19127,1,Spayed Female,1,734,Female,0,tabby,1,Adult
19128,1,Spayed Female,0,206,Female,0,tabby,1,Kitten
19129,1,Spayed Female,0,373,Female,1,tortie,1,Adult
19130,1,Neutered Male,1,177,Male,0,no pattern,0,Kitten
19131,0,Spayed Female,1,68,Female,0,no pattern,0,Kitten
19132,1,Intact Male,1,207,Male,0,no pattern,0,Kitten
19133,0,Intact Male,0,4,Male,0,tabby,1,Neonatal
19134,1,Spayed Female,1,82,Female,0,no pattern,0,Kitten
19135,0,Intact Male,0,15,Male,0,tabby,1,Neonatal
19136,0,Spayed Female,1,61,Female,0,tabby,1,Kitten
19137,1,Spayed Female,0,4395,Female,0,tabby,1,Adult
19138,0,Intact Female,0,734,Female,0,tabby,1,Adult
19139,0,Neutered Male,1,75,Male,0,tabby,1,Kitten
19140,1,Neutered Male,1,319,Male,1,point,1,Kitten
19141,1,Neutered Male,1,363,Male,0,no pattern,0,Kitten
19142,0,Intact Male,0,93,Male,0,tabby,1,Kitten
19143,1,Spayed Female,1,107,Female,0,no pattern,0,Kitten
19144,1,Neutered Male,1,371,Male,0,tabby,1,Adult
19145,1,Spayed Female,0,1111,Female,0,tortie,1,Adult
19146,1,Spayed Female,1,395,Female,0,tabby,1,Adult
19147,1,Spayed Female,1,118,Female,0,tortie,1,Kitten
19148,1,Spayed Female,1,68,Female,0,calico,1,Kitten
19149,0,Neutered Male,1,52,Male,0,tabby,1,Kitten
19150,1,Neutered Male,1,736,Male,0,tabby,1,Adult
19151,0,Neutered Male,1,83,Male,0,tabby,1,Kitten
19152,1,Intact Female,0,3662,Female,0,tortie,1,Adult
19153,0,Intact Male,0,4,Male,0,no pattern,0,Neonatal
19154,1,Spayed Female,1,4827,Female,0,tortie,1,Adult
19155,1,Neutered Male,1,155,Male,1,point,1,Kitten
19156,1,Spayed Female,1,371,Female,0,tabby,1,Adult
19157,1,Spayed Female,1,91,Female,0,tortie,1,Kitten
19158,0,Intact Male,0,15,Male,0,tabby,1,Neonatal
19159,0,Spayed Female,0,367,Female,0,no pattern,0,Adult
19160,1,Spayed Female,1,2199,Female,1,calico,1,Adult
19161,0,Neutered Male,1,92,Male,1,point,1,Kitten
19162,1,Neutered Male,1,111,Male,0,tabby,1,Kitten
19163,1,Neutered Male,1,93,Male,1,point,1,Kitten
19164,1,Neutered Male,0,110,Male,0,tabby,1,Kitten
19165,1,Neutered Male,1,71,Male,0,tabby,1,Kitten
19166,1,Neutered Male,1,392,Male,0,tabby,1,Adult
19167,0,Intact Male,0,8,Male,0,no pattern,0,Neonatal
19168,1,Neutered Male,1,1589,Male,0,no pattern,0,Adult
19169,0,Intact Male,0,86,Male,0,no pattern,0,Kitten
19170,1,Spayed Female,1,118,Female,0,tabby,1,Kitten
19171,0,Intact Female,0,735,Female,0,no pattern,0,Adult
19172,1,Spayed Female,1,733,Female,0,tabby,1,Adult
19173,1,Intact Female,1,67,Female,0,calico,1,Kitten
19174,1,Spayed Female,0,1470,Female,0,no pattern,0,Adult
19175,1,Spayed Female,0,1849,Female,0,no pattern,0,Adult
19176,1,Neutered Male,1,660,Male,1,point,1,Adult
19177,1,Neutered Male,1,69,Male,0,tabby,1,Kitten
19178,1,Intact Male,0,74,Male,0,tabby,1,Kitten
19179,1,Neutered Male,1,96,Male,0,tabby,1,Kitten
19180,0,Spayed Female,0,737,Female,0,no pattern,0,Adult
19181,0,Intact Female,0,34,Female,0,no pattern,0,Neonatal
19182,0,Intact Male,0,366,Male,0,tabby,1,Adult
19183,1,Spayed Female,0,723,Female,0,tabby,1,Adult
19184,1,Neutered Male,0,2566,Male,0,tabby,1,Adult
19185,1,Spayed Female,1,462,Female,0,tabby,1,Adult
19186,1,Spayed Female,1,66,Female,0,tortie,1,Kitten
19187,1,Neutered Male,1,86,Male,0,no pattern,0,Kitten
19188,1,Neutered Male,1,730,Male,0,no pattern,0,Adult
